ArtistID,AlbumID
1,1
1,2
1,538
1,983
1,13180
1,50723
1,22260
1,38181
1,44048
1,70204
1,72670
2,3
2,17
2,22
2,1125
2,2167
2,83202
2,92614
2,10741
2,11742
2,85852
2,12827
2,13954
2,14352
2,51927
2,53482
2,69660
2,69722
2,79313
2,79901
2,80411
2,13738
2,17897
2,37429
2,41159
2,41974
2,44727
2,48941
2,48974
2,49723
2,51475
2,52298
2,55164
2,55883
2,57933
2,58673
2,64402
2,64981
2,67061
2,67970
2,68210
2,68772
2,72757
2,81588
2,84197
2,88788
2,89575
2,90470
2,92265
3,4
4,5
4,16863
4,18850
4,22349
4,27453
4,28142
4,29071
4,32850
4,38110
4,39178
4,40459
4,42543
4,50879
4,52467
4,53738
4,53772
4,60528
4,64352
4,72158
4,75503
4,84479
5,6
5,538
5,8374
5,8375
5,8376
5,8377
5,8378
5,8380
5,8403
5,8406
5,8409
5,8410
5,31824
5,40439
5,41159
5,41729
5,43967
5,49031
5,49529
5,64863
5,65050
5,65238
5,65296
5,65300
5,69239
5,71055
5,72492
5,72670
6,7
6,3298
6,9510
6,21376
6,25895
6,56365
6,82013
6,22742
6,69529
6,69614
6,70055
7,8
8,9
9,10
9,11
9,12
9,572
9,13
9,14
9,15
9,69
9,2947
9,4110
9,51627
9,6724
9,13974
9,14401
9,14761
9,23548
9,35247
9,53007
9,60632
9,71145
9,74158
9,79979
9,87503
9,18557
9,28268
9,32390
9,35027
9,35035
9,42503
9,43805
9,46790
9,50879
9,53009
9,53010
9,53430
9,59689
9,67829
9,75503
9,78150
9,88649
792,12
792,572
792,491
792,499
792,504
792,513
792,582
792,599
792,726
792,3470
792,37802
792,37803
792,37891
792,49106
10,16
10,16607
10,48256
11,18
11,20
11,54733
11,58962
11,59873
11,61075
12,19
13,21
14,21
15,21
16,23
16,24
16,12780
16,22358
16,39849
17,25
17,22299
18,26
18,5307
18,53063
18,78694
18,82485
19,27
19,5912
19,42959
19,50193
19,56954
19,89715
20,28
20,60520
21,29
21,31
21,407
21,17595
21,82461
21,3647
21,9472
21,10571
21,11348
21,19148
21,26795
21,27034
21,35640
21,49094
21,75820
21,77984
21,91956
22,30
23,32
23,3293
23,35
23,38
23,223
23,9499
23,11817
23,20655
23,27561
23,58870
23,28517
23,32615
23,41368
23,42120
23,49295
23,69975
23,51475
23,53465
23,54144
23,64252
24,33
24,5131
24,6539
24,16872
24,25894
24,30354
24,46839
24,65930
25,34
26,36
26,5983
26,16525
26,37521
26,79766
26,88030
26,46016
26,85792
26,59157
26,69633
26,75215
26,77145
26,80641
26,82169
26,83128
10239,36
10239,5983
10239,5963
10239,6001
10239,6020
27,37
27,72910
27,46
27,22121
27,68
27,59713
27,95
27,16615
27,89913
27,41492
27,55705
27,65991
27,72562
111302,37
111302,72910
111302,72911
28,39
28,56194
28,83032
28,83109
28,83153
29,40
29,71
29,258
29,415
29,802
29,845
29,965
29,1485
29,1644
29,2106
29,2754
29,3034
29,3062
29,3715
29,5438
29,6415
29,6769
29,7340
29,7490
29,7679
29,8460
29,8501
29,10310
29,10957
29,11696
29,14124
29,14950
29,15179
29,18054
29,19961
29,20130
29,20571
29,21044
29,21498
29,21552
29,21865
29,26376
29,26659
29,26826
29,27195
29,28032
29,29258
29,29334
29,29424
29,30160
29,31101
29,31307
29,35515
29,35552
29,36178
29,37238
29,37368
29,39695
29,39935
29,40593
29,42174
29,43515
29,43902
29,44177
29,45179
29,45954
29,46297
29,46495
29,50007
29,50385
29,50584
29,50681
29,51345
29,53406
29,53843
29,58650
29,61773
29,63190
29,66202
29,66307
29,68819
29,70754
29,70869
29,73749
29,74526
29,76530
29,77192
29,79506
29,79778
29,79867
29,79970
29,81425
29,82067
29,82792
29,1124
29,3263
29,20485
29,27975
29,51007
29,21697
29,35818
29,36956
29,38341
29,41608
29,47183
29,47636
29,77906
29,49132
68,40
68,71
68,258
68,415
68,802
68,845
68,965
68,1485
68,1644
68,2106
68,2754
68,3034
68,3062
68,3715
68,5438
68,6415
68,6769
68,7340
68,7490
68,7679
68,8460
68,8501
68,10310
68,10957
68,11696
68,14124
68,14950
68,15179
68,18054
68,19961
68,20130
68,20571
68,21044
68,21498
68,21552
68,21865
68,26376
68,26659
68,26826
68,27195
68,28032
68,29258
68,29334
68,29424
68,30160
68,31101
68,31307
68,35515
68,35552
68,36178
68,37238
68,37368
68,39695
68,39935
68,40593
68,42174
68,43515
68,43902
68,44177
68,45179
68,45954
68,46297
68,46495
68,50007
68,50385
68,50584
68,50681
68,51345
68,53406
68,53843
68,58650
68,61773
68,63190
68,66202
68,66307
68,68819
68,70754
68,70869
68,73749
68,74526
68,76530
68,77192
68,79506
68,79778
68,79867
68,79970
68,81425
68,82067
68,82792
68,42010
68,45655
371,40
371,71
371,258
371,415
371,802
371,845
371,965
371,1485
371,1644
371,2106
371,2754
371,3034
371,3062
371,3715
371,5438
371,6415
371,6769
371,7340
371,7490
371,7679
371,8460
371,8501
371,10310
371,10957
371,11696
371,14124
371,14950
371,15179
371,18054
371,19961
371,20130
371,20571
371,21044
371,21498
371,21552
371,21865
371,26376
371,26659
371,26826
371,27195
371,28032
371,29258
371,29334
371,29424
371,30160
371,31101
371,31307
371,35515
371,35552
371,36178
371,37238
371,37368
371,39695
371,39935
371,40593
371,42174
371,43515
371,43902
371,44177
371,45179
371,45954
371,46297
371,46495
371,50007
371,50385
371,50584
371,50681
371,51345
371,53406
371,53843
371,58650
371,61773
371,63190
371,66202
371,66307
371,68819
371,70754
371,70869
371,73749
371,74526
371,76530
371,77192
371,79506
371,79778
371,79867
371,79970
371,81425
371,82067
371,82792
371,475
371,2293
371,41368
371,46038
372,40
372,71
372,258
372,415
372,802
372,845
372,965
372,1485
372,1644
372,2106
372,2754
372,3034
372,3062
372,3715
372,5438
372,6415
372,6769
372,7340
372,7490
372,7679
372,8460
372,8501
372,10310
372,10957
372,11696
372,14124
372,14950
372,15179
372,18054
372,19961
372,20130
372,20571
372,21044
372,21498
372,21552
372,21865
372,26376
372,26659
372,26826
372,27195
372,28032
372,29258
372,29334
372,29424
372,30160
372,31101
372,31307
372,35515
372,35552
372,36178
372,37238
372,37368
372,39695
372,39935
372,40593
372,42174
372,43515
372,43902
372,44177
372,45179
372,45954
372,46297
372,46495
372,50007
372,50385
372,50584
372,50681
372,51345
372,53406
372,53843
372,58650
372,61773
372,63190
372,66202
372,66307
372,68819
372,70754
372,70869
372,73749
372,74526
372,76530
372,77192
372,79506
372,79778
372,79867
372,79970
372,81425
372,82067
372,82792
372,979
372,7981
372,80510
372,1618
372,3144
372,11084
372,14974
372,46038
372,51576
372,65627
372,88209
372,88686
373,40
373,71
373,258
373,415
373,802
373,845
373,965
373,1485
373,1644
373,2106
373,2754
373,3034
373,3062
373,3715
373,5438
373,6415
373,6769
373,7340
373,7490
373,7679
373,8460
373,8501
373,10310
373,10957
373,11696
373,14124
373,14950
373,15179
373,18054
373,19961
373,20130
373,20571
373,21044
373,21498
373,21552
373,21865
373,26376
373,26659
373,26826
373,27195
373,28032
373,29258
373,29334
373,29424
373,30160
373,31101
373,31307
373,35515
373,35552
373,36178
373,37238
373,37368
373,39695
373,39935
373,40593
373,42174
373,43515
373,43902
373,44177
373,45179
373,45954
373,46297
373,46495
373,50007
373,50385
373,50584
373,50681
373,51345
373,53406
373,53843
373,58650
373,61773
373,63190
373,66202
373,66307
373,68819
373,70754
373,70869
373,73749
373,74526
373,76530
373,77192
373,79506
373,79778
373,79867
373,79970
373,81425
373,82067
373,82792
238,40
238,71
238,258
238,415
238,802
238,845
238,965
238,1485
238,1644
238,2106
238,2754
238,3034
238,3062
238,3715
238,5438
238,6415
238,6769
238,7340
238,7490
238,7679
238,8460
238,8501
238,10310
238,10957
238,11696
238,14124
238,14950
238,15179
238,18054
238,19961
238,20130
238,20571
238,21044
238,21498
238,21552
238,21865
238,26376
238,26659
238,26826
238,27195
238,28032
238,29258
238,29334
238,29424
238,30160
238,31101
238,31307
238,35515
238,35552
238,36178
238,37238
238,37368
238,39695
238,39935
238,40593
238,42174
238,43515
238,43902
238,44177
238,45179
238,45954
238,46297
238,46495
238,50007
238,50385
238,50584
238,50681
238,51345
238,53406
238,53843
238,58650
238,61773
238,63190
238,66202
238,66307
238,68819
238,70754
238,70869
238,73749
238,74526
238,76530
238,77192
238,79506
238,79778
238,79867
238,79970
238,81425
238,82067
238,82792
238,177
238,183
238,13853
238,414
238,416
238,417
238,77696
238,9970
238,10127
238,65149
238,15990
238,20485
238,27975
238,51007
238,21697
238,35818
238,36956
238,38341
238,33987
238,39659
238,62294
238,38881
238,38990
238,39284
238,40288
238,58519
238,66455
238,69718
238,77753
625,40
625,71
625,258
625,415
625,802
625,845
625,965
625,1485
625,1644
625,2106
625,2754
625,3034
625,3062
625,3715
625,5438
625,6415
625,6769
625,7340
625,7490
625,7679
625,8460
625,8501
625,10310
625,10957
625,11696
625,14124
625,14950
625,15179
625,18054
625,19961
625,20130
625,20571
625,21044
625,21498
625,21552
625,21865
625,26376
625,26659
625,26826
625,27195
625,28032
625,29258
625,29334
625,29424
625,30160
625,31101
625,31307
625,35515
625,35552
625,36178
625,37238
625,37368
625,39695
625,39935
625,40593
625,42174
625,43515
625,43902
625,44177
625,45179
625,45954
625,46297
625,46495
625,50007
625,50385
625,50584
625,50681
625,51345
625,53406
625,53843
625,58650
625,61773
625,63190
625,66202
625,66307
625,68819
625,70754
625,70869
625,73749
625,74526
625,76530
625,77192
625,79506
625,79778
625,79867
625,79970
625,81425
625,82067
625,82792
625,414
625,10127
625,65149
625,20485
625,27975
625,51007
625,21697
625,35818
625,36956
625,38341
625,70865
1373,40
1373,71
1373,258
1373,415
1373,802
1373,845
1373,965
1373,1485
1373,1644
1373,2106
1373,2754
1373,3034
1373,3062
1373,3715
1373,5438
1373,6415
1373,6769
1373,7340
1373,7490
1373,7679
1373,8460
1373,8501
1373,10310
1373,10957
1373,11696
1373,14124
1373,14950
1373,15179
1373,18054
1373,19961
1373,20130
1373,20571
1373,21044
1373,21498
1373,21552
1373,21865
1373,26376
1373,26659
1373,26826
1373,27195
1373,28032
1373,29258
1373,29334
1373,29424
1373,30160
1373,31101
1373,31307
1373,35515
1373,35552
1373,36178
1373,37238
1373,37368
1373,39695
1373,39935
1373,40593
1373,42174
1373,43515
1373,43902
1373,44177
1373,45179
1373,45954
1373,46297
1373,46495
1373,50007
1373,50385
1373,50584
1373,50681
1373,51345
1373,53406
1373,53843
1373,58650
1373,61773
1373,63190
1373,66202
1373,66307
1373,68819
1373,70754
1373,70869
1373,73749
1373,74526
1373,76530
1373,77192
1373,79506
1373,79778
1373,79867
1373,79970
1373,81425
1373,82067
1373,82792
1373,658
1373,23703
1373,26218
1373,40675
1373,62128
1373,77086
1373,87050
1373,7471
1373,78663
225,40
225,71
225,258
225,415
225,802
225,845
225,965
225,1485
225,1644
225,2106
225,2754
225,3034
225,3062
225,3715
225,5438
225,6415
225,6769
225,7340
225,7490
225,7679
225,8460
225,8501
225,10310
225,10957
225,11696
225,14124
225,14950
225,15179
225,18054
225,19961
225,20130
225,20571
225,21044
225,21498
225,21552
225,21865
225,26376
225,26659
225,26826
225,27195
225,28032
225,29258
225,29334
225,29424
225,30160
225,31101
225,31307
225,35515
225,35552
225,36178
225,37238
225,37368
225,39695
225,39935
225,40593
225,42174
225,43515
225,43902
225,44177
225,45179
225,45954
225,46297
225,46495
225,50007
225,50385
225,50584
225,50681
225,51345
225,53406
225,53843
225,58650
225,61773
225,63190
225,66202
225,66307
225,68819
225,70754
225,70869
225,73749
225,74526
225,76530
225,77192
225,79506
225,79778
225,79867
225,79970
225,81425
225,82067
225,82792
225,156
225,21981
225,23629
225,31596
225,53880
225,81441
225,92609
225,164
225,9958
225,16448
225,72008
225,624
225,1933
225,28785
225,42851
225,56804
225,67123
225,73288
225,73597
225,77919
225,92380
225,2167
225,83202
225,92614
225,4557
225,59192
225,78332
225,10198
225,19353
225,37775
225,42649
225,23167
225,57065
225,67618
225,87768
225,27883
225,80103
225,41368
225,49311
225,51576
225,57933
225,61173
225,61424
225,61582
225,73994
225,65103
225,72397
225,84595
225,86780
225,92622
1485,40
1485,71
1485,258
1485,415
1485,802
1485,845
1485,965
1485,1485
1485,1644
1485,2106
1485,2754
1485,3034
1485,3062
1485,3715
1485,5438
1485,6415
1485,6769
1485,7340
1485,7490
1485,7679
1485,8460
1485,8501
1485,10310
1485,10957
1485,11696
1485,14124
1485,14950
1485,15179
1485,18054
1485,19961
1485,20130
1485,20571
1485,21044
1485,21498
1485,21552
1485,21865
1485,26376
1485,26659
1485,26826
1485,27195
1485,28032
1485,29258
1485,29334
1485,29424
1485,30160
1485,31101
1485,31307
1485,35515
1485,35552
1485,36178
1485,37238
1485,37368
1485,39695
1485,39935
1485,40593
1485,42174
1485,43515
1485,43902
1485,44177
1485,45179
1485,45954
1485,46297
1485,46495
1485,50007
1485,50385
1485,50584
1485,50681
1485,51345
1485,53406
1485,53843
1485,58650
1485,61773
